,nct_id,documents
3987,NCT01629862,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 5, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/62/NCT01629862/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""April 28, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/62/NCT01629862/Prot_001.pdf""}]"
3988,NCT01663623,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 26, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/23/NCT01663623/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 6, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/23/NCT01663623/SAP_001.pdf""}]"
3989,NCT01669538,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 23, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/38/NCT01669538/Prot_SAP_000.pdf""}"
3990,NCT01700959,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 11, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/59/NCT01700959/Prot_SAP_000.pdf""}"
3991,NCT01703039,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 1, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/39/NCT01703039/Prot_SAP_000.pdf""}"
3992,NCT01712438,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 1, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/38/NCT01712438/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 1, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/38/NCT01712438/SAP_001.pdf""}]"
3993,NCT01729208,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 26, 2012"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT01729208/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 30, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT01729208/SAP_001.pdf""}]"
3994,NCT01732107,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 9, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/07/NCT01732107/Prot_SAP_000.pdf""}"
3995,NCT01740323,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 22, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/23/NCT01740323/Prot_SAP_000.pdf""}"
3996,NCT01744574,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 24, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/74/NCT01744574/Prot_SAP_000.pdf""}"
3997,NCT01745120,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 29, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/20/NCT01745120/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 23, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/20/NCT01745120/SAP_001.pdf""}]"
3998,NCT01750697,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""April 26, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/97/NCT01750697/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 10, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/97/NCT01750697/SAP_001.pdf""}]"
3999,NCT01767909,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 5, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/09/NCT01767909/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 22, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/09/NCT01767909/SAP_001.pdf""}]"
4000,NCT01775501,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 24, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/01/NCT01775501/Prot_SAP_000.pdf""}"
4001,NCT01780454,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 27, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT01780454/Prot_SAP_000.pdf""}"
4002,NCT01806064,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 22, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/64/NCT01806064/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 15, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/64/NCT01806064/SAP_001.pdf""}]"
4003,NCT01814813,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 9, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/13/NCT01814813/Prot_SAP_000.pdf""}"
4004,NCT01847469,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 24, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/69/NCT01847469/Prot_SAP_000.pdf""}"
4005,NCT01857271,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 5, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/71/NCT01857271/Prot_SAP_000.pdf""}"
4006,NCT01869764,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 24, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/64/NCT01869764/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""February 28, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/64/NCT01869764/ICF_001.pdf""}]"
4007,NCT01896856,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 5, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/56/NCT01896856/Prot_SAP_000.pdf""}"
4008,NCT01908751,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 28, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/51/NCT01908751/Prot_SAP_000.pdf""}"
4009,NCT01937559,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 8, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/59/NCT01937559/Prot_SAP_000.pdf""}"
4010,NCT01940276,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 24, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/76/NCT01940276/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""March 3, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/76/NCT01940276/ICF_001.pdf""}]"
4011,NCT01978184,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 1, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/84/NCT01978184/Prot_SAP_000.pdf""}"
4012,NCT01981551,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 8, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/51/NCT01981551/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""May 17, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/51/NCT01981551/ICF_001.pdf""}]"
4013,NCT01982123,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 31, 2013"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/23/NCT01982123/Prot_SAP_000.pdf""}"
4014,NCT02004522,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 9, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT02004522/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 9, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT02004522/Prot_001.pdf""}]"
4015,NCT02019420,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 10, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/20/NCT02019420/Prot_SAP_000.pdf""}"
4016,NCT02023697,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 28, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/97/NCT02023697/Prot_002.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 8, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/97/NCT02023697/SAP_003.pdf""}]"
4017,NCT02038946,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 6, 2013"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/46/NCT02038946/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 27, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/46/NCT02038946/SAP_001.pdf""}]"
4018,NCT02039219,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 29, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/19/NCT02039219/Prot_SAP_000.pdf""}"
4019,NCT02039947,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 5, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/47/NCT02039947/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 21, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/47/NCT02039947/Prot_001.pdf""}]"
4020,NCT02051452,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 16, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/52/NCT02051452/Prot_SAP_000.pdf""}"
4021,NCT02065687,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 21, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/87/NCT02065687/Prot_SAP_000.pdf""}"
4022,NCT02073968,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 16, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/68/NCT02073968/Prot_SAP_000.pdf""}"
4023,NCT02080260,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 19, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/60/NCT02080260/Prot_SAP_000.pdf""}"
4024,NCT02097134,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 30, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/34/NCT02097134/Prot_SAP_000.pdf""}"
4025,NCT02106351,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 24, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/51/NCT02106351/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 19, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/51/NCT02106351/SAP_001.pdf""}]"
4026,NCT02127281,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 9, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/81/NCT02127281/Prot_SAP_000.pdf""}"
4027,NCT02134314,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 25, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/14/NCT02134314/Prot_SAP_000.pdf""}"
4028,NCT02141490,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 20, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/90/NCT02141490/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""January 18, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/90/NCT02141490/ICF_001.pdf""}]"
4029,NCT02141919,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 19, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/19/NCT02141919/Prot_000.pdf""}"
4030,NCT02150863,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 28, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/63/NCT02150863/Prot_000.pdf""}"
4031,NCT02152540,"[{""document_type"": ""Study Protocol and Informed Consent Form"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""December 11, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/40/NCT02152540/Prot_ICF_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 11, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/40/NCT02152540/SAP_001.pdf""}]"
4032,NCT02153905,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 21, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/05/NCT02153905/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""May 31, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/05/NCT02153905/ICF_001.pdf""}]"
4033,NCT02155257,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 6, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/57/NCT02155257/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 2, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/57/NCT02155257/SAP_001.pdf""}]"
4034,NCT02160145,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 31, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/45/NCT02160145/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 26, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/45/NCT02160145/Prot_001.pdf""}]"
4035,NCT02167035,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 11, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/35/NCT02167035/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 10, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/35/NCT02167035/SAP_001.pdf""}]"
4036,NCT02173379,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 16, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT02173379/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 16, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT02173379/Prot_002.pdf""}]"
4037,NCT02185040,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 18, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/40/NCT02185040/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan: CC-220-SLE-001-SAP-Part1_Redacted25July2016"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 25, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/40/NCT02185040/SAP_001.pdf""}, {""document_type"": ""Statistical Analysis Plan: CC-220-SLE-001-ATEP.31Oct2018_Redacted"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 31, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/40/NCT02185040/SAP_002.pdf""}]"
4038,NCT02191618,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 12, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/18/NCT02191618/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 12, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/18/NCT02191618/SAP_001.pdf""}]"
4039,NCT02193867,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 8, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/67/NCT02193867/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 31, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/67/NCT02193867/SAP_001.pdf""}]"
4040,NCT02204124,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 14, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/24/NCT02204124/Prot_SAP_000.pdf""}"
4041,NCT02205801,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 8, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/01/NCT02205801/Prot_SAP_000.pdf""}"
4042,NCT02213926,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 22, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/26/NCT02213926/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 15, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/26/NCT02213926/SAP_001.pdf""}]"
4043,NCT02232893,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 22, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/93/NCT02232893/Prot_SAP_000.pdf""}"
4044,NCT02234843,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 27, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/43/NCT02234843/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 1, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/43/NCT02234843/SAP_001.pdf""}]"
4045,NCT02246439,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 9, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/39/NCT02246439/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 29, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/39/NCT02246439/SAP_001.pdf""}]"
4046,NCT02247479,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 2, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT02247479/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 24, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT02247479/Prot_001.pdf""}]"
