,nct_id,version_date,document_type,document_date,upload_date,no_sap
4635,NCT03024970,2020-06-19,Study Protocol and Statistical Analysis Plan,"August 31, 2016",06/15/2020 19:27,
4636,NCT03032380,2020-10-20,Statistical Analysis Plan,"July 9, 2019",10/19/2020 14:50,
4637,NCT03032380,2020-10-20,Study Protocol,"February 22, 2019",10/20/2020 10:28,
4638,NCT03034967,2019-11-11,Statistical Analysis Plan,"October 30, 2018",09/19/2019 02:59,
4639,NCT03034967,2019-11-11,Study Protocol,"October 31, 2017",11/11/2019 08:09,
4640,NCT03037983,2020-06-04,Study Protocol and Statistical Analysis Plan,"June 18, 2018",05/14/2020 13:49,
4641,NCT03040011,2020-03-06,Study Protocol and Statistical Analysis Plan,"October 24, 2019",02/07/2020 08:27,
4642,NCT03040011,2020-03-06,Informed Consent Form,"November 6, 2018",02/07/2020 08:28,
4643,NCT03040986,2020-12-16,Study Protocol and Statistical Analysis Plan,"May 19, 2018",06/19/2020 15:41,
4644,NCT03040986,2020-12-16,Informed Consent Form,"May 19, 2018",07/16/2020 12:41,
4645,NCT03045861,2019-05-09,Study Protocol,"June 15, 2017",04/30/2019 07:11,
4646,NCT03045861,2019-05-09,Statistical Analysis Plan,"May 11, 2018",04/30/2019 07:12,
4647,NCT03050216,2020-10-30,Study Protocol and Statistical Analysis Plan,"January 22, 2019",10/30/2020 13:19,
4648,NCT03051100,2020-03-20,Study Protocol,"November 11, 2016",03/12/2020 18:35,
4649,NCT03051100,2020-03-20,Statistical Analysis Plan,"July 3, 2017",03/12/2020 18:36,
4650,NCT03053050,2020-06-10,Study Protocol,"May 31, 2018",04/29/2020 04:04,
4651,NCT03053050,2020-06-10,Statistical Analysis Plan,"January 23, 2019",04/29/2020 04:06,
4652,NCT03071263,2020-01-13,Study Protocol,"November 4, 2016",11/27/2019 11:15,
4653,NCT03071263,2020-01-13,Statistical Analysis Plan,"December 11, 2018",11/27/2019 11:16,
4654,NCT03082196,2019-11-25,Study Protocol and Statistical Analysis Plan,"January 10, 2017",11/25/2019 12:49,
4655,NCT03086551,2020-04-15,Study Protocol and Statistical Analysis Plan,"January 10, 2018",03/12/2020 10:12,
4656,NCT03091075,2018-01-12,Study Protocol and Statistical Analysis Plan,"September 1, 2017",09/14/2017 10:52,
4657,NCT03091075,2018-01-12,Informed Consent Form,"September 11, 2017",09/14/2017 10:52,
4658,NCT03100942,2020-01-17,Study Protocol,"July 12, 2018",11/18/2019 16:29,
4659,NCT03100942,2020-01-17,Statistical Analysis Plan,"May 30, 2019",11/18/2019 16:30,
4660,NCT03104816,2019-09-20,Study Protocol and Statistical Analysis Plan,"March 28, 2016",07/14/2019 20:48,
4661,NCT03107611,2020-03-04,Study Protocol,"October 14, 2016",02/25/2020 13:51,
4662,NCT03107611,2020-03-04,Statistical Analysis Plan,"June 29, 2017",02/25/2020 15:20,
4663,NCT03110380,2019-11-01,Study Protocol,"June 28, 2018",10/03/2019 14:36,
4664,NCT03110380,2019-11-01,Statistical Analysis Plan,"December 12, 2018",10/03/2019 14:37,
4665,NCT03111550,2020-07-06,Study Protocol,"February 24, 2017",07/06/2020 11:26,
4666,NCT03111550,2020-07-06,Statistical Analysis Plan,"February 24, 2017",07/06/2020 11:26,
4667,NCT03115580,2020-04-26,Study Protocol and Statistical Analysis Plan,"January 19, 2017",04/09/2020 15:00,
4668,NCT03116698,2019-04-02,Study Protocol,"March 2, 2017",04/02/2019 14:41,
4669,NCT03116698,2019-04-02,Statistical Analysis Plan,"July 12, 2017",04/02/2019 14:45,
4670,NCT03117569,2019-12-09,Study Protocol,"June 14, 2017",07/17/2019 00:48,
4671,NCT03117569,2019-12-09,Statistical Analysis Plan,"July 9, 2018",07/17/2019 00:49,
4672,NCT03118297,2018-08-28,Study Protocol and Statistical Analysis Plan,"February 9, 2018",06/27/2018 14:37,
4673,NCT03119168,2019-06-03,Study Protocol and Statistical Analysis Plan,"January 10, 2018",04/18/2019 14:31,
4674,NCT03119168,2019-06-03,Informed Consent Form,"August 2, 2018",04/18/2019 14:32,
4675,NCT03125395,2020-07-15,Study Protocol,"October 10, 2016",07/15/2020 09:23,
4676,NCT03125395,2020-07-15,Statistical Analysis Plan,"May 20, 2019",07/15/2020 09:25,
4677,NCT03131219,2020-07-27,Study Protocol,"July 16, 2019",07/27/2020 09:02,
4678,NCT03131219,2020-07-27,Statistical Analysis Plan,"November 7, 2018",07/27/2020 09:03,
4679,NCT03137160,2020-09-16,Study Protocol and Statistical Analysis Plan,"May 14, 2018",09/16/2020 14:12,
4680,NCT03148691,2019-05-02,Study Protocol and Statistical Analysis Plan,"May 4, 2017",05/02/2019 09:50,
4681,NCT03152591,2019-05-08,Statistical Analysis Plan,"October 3, 2017",03/28/2019 11:40,
4682,NCT03152591,2019-05-08,Study Protocol,"September 20, 2017",03/28/2019 11:40,
4683,NCT03158038,2018-12-10,Study Protocol and Statistical Analysis Plan,"March 3, 2017",12/10/2018 11:55,
4684,NCT03160170,2019-04-23,Study Protocol and Statistical Analysis Plan,"March 15, 2017",04/23/2019 15:11,
4685,NCT03160898,2020-08-05,Study Protocol,"April 18, 2018",08/05/2020 13:48,
4686,NCT03160898,2020-08-05,Statistical Analysis Plan,"December 14, 2018",08/05/2020 13:49,
4687,NCT03162328,2019-01-04,Study Protocol and Statistical Analysis Plan,"September 18, 2017",10/31/2018 14:59,
4688,NCT03163342,2019-04-04,Study Protocol,"April 26, 2017",02/28/2019 15:14,
4689,NCT03163342,2019-04-04,Statistical Analysis Plan,"April 4, 2019",04/04/2019 16:17,
4690,NCT03169244,2020-08-06,Study Protocol and Statistical Analysis Plan,"August 26, 2019",07/28/2020 17:34,
4691,NCT03176459,2020-10-29,Study Protocol,"May 7, 2018",10/29/2020 10:21,
4692,NCT03176459,2020-10-29,Statistical Analysis Plan,"January 3, 2019",10/29/2020 11:27,
4693,NCT03190369,2020-01-19,Study Protocol,"February 17, 2017",01/19/2020 03:35,
4694,NCT03190369,2020-01-19,Statistical Analysis Plan,"January 28, 2019",01/19/2020 03:36,
4695,NCT03192020,2018-04-26,Study Protocol,"March 28, 2018",04/25/2018 07:59,
4696,NCT03192020,2018-04-26,Informed Consent Form,"March 29, 2017",04/26/2018 16:29,
4697,NCT03192826,2019-06-23,Study Protocol and Statistical Analysis Plan,"April 24, 2016",06/23/2019 07:13,
4698,NCT03196635,2018-08-03,Study Protocol and Statistical Analysis Plan,"May 22, 2017",09/18/2017 12:57,
4699,NCT03203291,2019-10-07,Study Protocol,"February 28, 2017",08/09/2019 10:42,
4700,NCT03203291,2019-10-07,Statistical Analysis Plan,"December 13, 2016",08/09/2019 10:43,
4701,NCT03208231,2020-04-07,Informed Consent Form,"May 29, 2017",04/07/2020 09:50,
4702,NCT03213626,2020-05-26,Study Protocol and Statistical Analysis Plan,"March 26, 2019",04/22/2020 07:33,
4703,NCT03226392,2020-01-31,Statistical Analysis Plan,"August 25, 2019",01/30/2020 11:00,
4704,NCT03226392,2020-01-31,Study Protocol,"May 10, 2017",01/30/2020 11:00,
4705,NCT03232580,2019-12-12,Study Protocol,"March 13, 2018",11/07/2019 07:24,
4706,NCT03232580,2019-12-12,Statistical Analysis Plan,"March 6, 2019",11/07/2019 07:24,
4707,NCT03233529,2019-07-22,Study Protocol,"May 2, 2017",04/26/2019 12:08,
4708,NCT03233529,2019-07-22,Statistical Analysis Plan,"June 1, 2018",04/26/2019 12:08,
4709,NCT03235089,2020-09-01,Study Protocol and Statistical Analysis Plan,"July 18, 2017",07/31/2020 15:07,
4710,NCT03249779,2019-08-13,Study Protocol,"November 10, 2016",05/23/2019 12:08,No Statistical Analysis Plan (SAP) exists for this study.
4711,NCT03251937,2020-03-02,Study Protocol and Statistical Analysis Plan,"May 10, 2019",02/27/2020 13:22,
4712,NCT03254602,2017-11-14,Informed Consent Form,"May 26, 2016",08/14/2017 16:49,
4713,NCT03254602,2017-11-14,Study Protocol,"April 27, 2016",08/16/2017 17:51,
4714,NCT03254602,2017-11-14,Statistical Analysis Plan,"May 26, 2016",08/16/2017 17:51,
4715,NCT03257631,2019-11-22,Study Protocol,"December 20, 2017",11/21/2019 10:38,
4716,NCT03257631,2019-11-22,Statistical Analysis Plan,"December 20, 2017",11/21/2019 10:39,
4717,NCT03260868,2019-12-19,Study Protocol,"March 13, 2017",11/21/2019 12:41,
4718,NCT03260868,2019-12-19,Statistical Analysis Plan,"July 8, 2019",11/21/2019 12:42,
4719,NCT03264989,2020-02-03,Statistical Analysis Plan,"November 5, 2018",12/14/2019 19:12,
4720,NCT03264989,2020-02-03,Study Protocol,"June 4, 2019",12/14/2019 19:12,
4721,NCT03267264,2019-06-24,Study Protocol,"December 20, 2017",02/28/2019 14:42,
4722,NCT03267264,2019-06-24,Statistical Analysis Plan,"March 22, 2018",02/28/2019 15:04,
4723,NCT03269552,2020-01-08,Study Protocol and Statistical Analysis Plan,"October 2, 2018",11/25/2019 15:35,
4724,NCT03270657,2020-03-06,Study Protocol and Statistical Analysis Plan,"March 8, 2019",02/14/2020 16:42,
4725,NCT03272139,2020-03-12,Study Protocol and Statistical Analysis Plan,"December 3, 2019",02/21/2020 10:03,
4726,NCT03273153,2020-04-14,Statistical Analysis Plan,"February 3, 2020",04/14/2020 18:58,
4727,NCT03273153,2020-04-14,Study Protocol,"September 19, 2018",04/14/2020 18:58,
4728,NCT03277105,2020-06-19,Study Protocol,"January 21, 2020",06/19/2020 09:59,
4729,NCT03277105,2020-06-19,Statistical Analysis Plan,"February 12, 2019",06/19/2020 09:59,
4730,NCT03285724,2019-09-23,Study Protocol and Statistical Analysis Plan,"October 12, 2016",08/29/2019 16:30,
4731,NCT03303794,2020-01-21,Study Protocol and Statistical Analysis Plan,"October 10, 2017",01/21/2020 12:12,
4732,NCT03304106,2020-09-09,Study Protocol,"September 13, 2018",09/04/2020 05:43,
4733,NCT03304106,2020-09-09,Statistical Analysis Plan,"May 30, 2018",09/04/2020 05:44,
4734,NCT03321721,2020-09-16,Study Protocol and Statistical Analysis Plan,"September 16, 2020",09/16/2020 14:45,
4735,NCT03322566,2020-01-16,Study Protocol and Statistical Analysis Plan,"March 4, 2019",12/09/2019 12:17,
4736,NCT03325894,2020-01-16,Study Protocol,"May 18, 2018",01/16/2020 06:11,
4737,NCT03325894,2020-01-16,Statistical Analysis Plan,"February 14, 2019",01/16/2020 06:11,
4738,NCT03330041,2020-01-09,Study Protocol and Statistical Analysis Plan,"October 30, 2017",10/22/2019 19:04,
4739,NCT03330236,2020-11-05,Study Protocol and Statistical Analysis Plan,"September 20, 2019",11/05/2020 09:23,
4740,NCT03337308,2020-03-25,Study Protocol,"October 18, 2017",03/17/2020 09:53,
4741,NCT03337308,2020-03-25,Statistical Analysis Plan,"June 8, 2018",03/17/2020 09:54,
4742,NCT03341637,2019-07-23,Study Protocol,"March 9, 2019",07/23/2019 13:58,
4743,NCT03341637,2019-07-23,Statistical Analysis Plan,"January 30, 2019",07/23/2019 13:58,
4744,NCT03343080,2019-09-26,Study Protocol and Statistical Analysis Plan,"April 23, 2018",09/04/2019 17:11,
4745,NCT03349034,2020-09-30,Study Protocol and Statistical Analysis Plan,"September 19, 2018",09/29/2020 18:47,
4746,NCT03358147,2020-05-22,Study Protocol,"March 8, 2019",05/22/2020 15:35,
4747,NCT03358147,2020-05-22,Statistical Analysis Plan,"August 12, 2019",05/22/2020 16:28,
4748,NCT03360071,2019-08-14,Study Protocol and Statistical Analysis Plan,"August 7, 2018",05/08/2019 16:12,
4749,NCT03361917,2019-05-03,Study Protocol and Statistical Analysis Plan,"May 10, 2018",04/30/2019 08:18,
4750,NCT03364660,2019-05-01,Study Protocol,"February 8, 2019",04/03/2019 10:33,
4751,NCT03371459,2019-07-01,Study Protocol,"March 15, 2018",03/26/2019 16:08,
4752,NCT03371459,2019-07-01,Statistical Analysis Plan,"March 30, 2018",07/01/2019 16:05,
4753,NCT03375879,2017-12-14,Study Protocol and Statistical Analysis Plan,"October 17, 2017",11/23/2017 21:41,
4754,NCT03380390,2019-06-07,Statistical Analysis Plan,"June 28, 2018",05/28/2019 14:43,
4755,NCT03380390,2019-06-07,Study Protocol,"February 6, 2018",05/31/2019 14:02,
4756,NCT03386448,2019-05-10,Study Protocol and Statistical Analysis Plan,"December 13, 2017",05/10/2019 15:44,
4757,NCT03392532,2019-01-07,Study Protocol,"November 17, 2017",01/04/2019 08:17,
4758,NCT03392532,2019-01-07,Statistical Analysis Plan,"December 11, 2017",01/04/2019 08:18,
4759,NCT03396913,2020-09-29,Study Protocol,"September 19, 2019",09/06/2020 08:32,
4760,NCT03396913,2020-09-29,Statistical Analysis Plan,"March 26, 2020",09/06/2020 08:35,
4761,NCT03397771,2020-05-06,Study Protocol,"October 10, 2018",05/06/2020 14:24,
4762,NCT03397771,2020-05-06,Statistical Analysis Plan,"April 2, 2019",05/06/2020 14:29,
4763,NCT03417505,2020-01-07,Study Protocol and Statistical Analysis Plan,"January 30, 2018",12/20/2019 14:06,
4764,NCT03430856,2020-04-09,Study Protocol and Statistical Analysis Plan,"May 21, 2018",04/09/2020 05:27,
4765,NCT03432533,2020-03-24,Study Protocol,"August 10, 2017",03/24/2020 07:19,
4766,NCT03432533,2020-03-24,Statistical Analysis Plan,"May 8, 2019",03/24/2020 07:19,
4767,NCT03438266,2019-08-01,Study Protocol,"October 19, 2017",05/29/2019 23:56,
4768,NCT03438266,2019-08-01,Statistical Analysis Plan,"July 13, 2018",05/29/2019 23:56,
4769,NCT03460587,2020-11-22,Study Protocol,"November 22, 2020",11/22/2020 18:14,
4770,NCT03460587,2020-11-22,Statistical Analysis Plan,"November 22, 2020",11/22/2020 18:14,
4771,NCT03465709,2020-08-04,Study Protocol,"August 3, 2018",07/28/2020 08:34,
4772,NCT03465709,2020-08-04,Statistical Analysis Plan,"July 3, 2019",07/28/2020 08:46,
4773,NCT03468855,2020-10-06,Study Protocol and Statistical Analysis Plan,"February 8, 2019",08/27/2020 13:52,
4774,NCT03468855,2020-10-06,Informed Consent Form,"July 2, 2018",10/05/2020 16:22,
4775,NCT03470441,2019-10-16,Statistical Analysis Plan,"July 11, 2018",07/25/2019 19:05,
4776,NCT03470441,2019-10-16,Study Protocol,"May 21, 2018",07/25/2019 19:07,
4777,NCT03480152,2020-04-07,Study Protocol and Statistical Analysis Plan,"January 23, 2019",03/24/2020 13:27,
4778,NCT03480152,2020-04-07,Informed Consent Form,"January 28, 2019",03/24/2020 13:28,
4779,NCT03483051,2020-02-12,Study Protocol and Statistical Analysis Plan,"August 2, 2018",02/12/2020 09:49,
4780,NCT03483051,2020-02-12,Informed Consent Form,"August 2, 2018",02/12/2020 09:49,
4781,NCT03485976,2020-05-29,Study Protocol and Statistical Analysis Plan,"February 27, 2020",05/11/2020 14:20,
4782,NCT03489018,2018-11-22,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","May 1, 2018",11/22/2018 05:21,
4783,NCT03496974,2019-07-09,Study Protocol and Statistical Analysis Plan,"August 22, 2018",04/29/2019 13:49,
4784,NCT03507036,2020-11-09,Study Protocol,"August 23, 2018",10/06/2020 13:48,
4785,NCT03507036,2020-11-09,Statistical Analysis Plan,"August 28, 2018",10/06/2020 13:48,
4786,NCT03510910,2020-12-11,Study Protocol and Statistical Analysis Plan,"March 15, 2018",12/11/2020 11:50,
4787,NCT03511521,2020-06-26,Study Protocol and Statistical Analysis Plan,"February 19, 2018",06/26/2020 15:29,
4788,NCT03511521,2020-06-26,Informed Consent Form,"March 6, 2018",06/26/2020 15:36,
4789,NCT03522350,2019-05-06,Study Protocol and Statistical Analysis Plan,"May 17, 2018",05/06/2019 07:06,
4790,NCT03530098,2020-10-01,Study Protocol and Statistical Analysis Plan,"August 1, 2018",09/30/2020 18:42,
4791,NCT03549598,2020-09-03,Study Protocol and Statistical Analysis Plan,"March 22, 2018",09/02/2020 14:40,
4792,NCT03554629,2020-10-02,Statistical Analysis Plan,"August 28, 2018",08/20/2020 09:08,
4793,NCT03554629,2020-10-02,Study Protocol,"June 1, 2018",09/29/2020 23:33,
4794,NCT03565666,2019-09-02,Study Protocol,"June 26, 2018",03/12/2019 13:14,
4795,NCT03565666,2019-09-02,Statistical Analysis Plan,"September 21, 2018",07/16/2019 11:38,
4796,NCT03573817,2019-11-27,Study Protocol,"April 16, 2018",11/27/2019 12:56,
4797,NCT03573817,2019-11-27,Statistical Analysis Plan,"October 1, 2018",11/27/2019 13:17,
4798,NCT03585296,2020-01-22,Study Protocol,"August 17, 2018",01/22/2020 14:30,
4799,NCT03585296,2020-01-22,Statistical Analysis Plan,"May 14, 2019",01/22/2020 14:52,
4800,NCT03585959,2020-03-24,Study Protocol: Clinical Investigation Plan,"April 9, 2018",02/05/2020 17:51,
4801,NCT03585959,2020-03-24,Statistical Analysis Plan,"May 21, 2019",02/05/2020 18:01,
4802,NCT03585959,2020-03-24,Study Protocol: Clinical Investigation Plan Note to File,"December 5, 2019",02/05/2020 18:30,
4803,NCT03605303,2019-07-03,Study Protocol and Statistical Analysis Plan,"May 30, 2018",07/03/2019 11:08,
4804,NCT03610464,2019-06-06,Study Protocol and Statistical Analysis Plan,"April 1, 2018",06/06/2019 14:34,
4805,NCT03615508,2020-08-21,Study Protocol and Statistical Analysis Plan,"July 17, 2020",07/17/2020 12:39,
4806,NCT03640052,2020-02-11,Study Protocol and Statistical Analysis Plan,"December 6, 2018",01/28/2020 09:55,
4807,NCT03647046,2020-03-18,Study Protocol and Statistical Analysis Plan,"August 21, 2018",01/20/2020 13:51,
4808,NCT03647046,2020-03-18,Informed Consent Form,"August 27, 2019",02/25/2020 19:48,
4809,NCT03661346,2018-09-04,Informed Consent Form,"September 4, 2018",09/04/2018 13:08,
4810,NCT03661346,2018-09-04,Statistical Analysis Plan,"September 4, 2018",09/04/2018 13:11,
4811,NCT03661346,2018-09-04,Study Protocol,"September 4, 2018",09/04/2018 13:14,
4812,NCT03661814,2020-11-19,Study Protocol and Statistical Analysis Plan,"October 10, 2018",11/10/2020 17:17,
4813,NCT03663582,2020-07-17,Study Protocol,"September 27, 2018",07/02/2020 03:33,
4814,NCT03663582,2020-07-17,Statistical Analysis Plan,"September 13, 2019",07/02/2020 03:36,
4815,NCT03673670,2019-09-16,Study Protocol,"May 28, 2018",06/05/2019 01:41,
4816,NCT03673670,2019-09-16,Statistical Analysis Plan,"October 18, 2018",06/05/2019 01:42,
4817,NCT03714256,2020-10-22,Study Protocol,"August 6, 2018",10/22/2020 08:54,No Statistical Analysis Plan (SAP) exists for this study.
4818,NCT03719300,2020-07-29,Study Protocol,"September 24, 2018",06/19/2020 16:28,
4819,NCT03719300,2020-07-29,Statistical Analysis Plan,"September 24, 2018",06/19/2020 16:29,
4820,NCT03719885,2020-06-11,Study Protocol and Statistical Analysis Plan,"September 10, 2019",09/10/2019 16:53,
4821,NCT03719885,2020-06-11,Informed Consent Form,"November 19, 2018",04/21/2020 11:48,
4822,NCT03720847,2019-01-18,Study Protocol and Statistical Analysis Plan,"October 2, 2016",10/29/2018 22:19,
4823,NCT03726996,2020-08-13,Study Protocol and Statistical Analysis Plan,"January 24, 2019",01/21/2020 16:27,
4824,NCT03751280,2020-09-11,Statistical Analysis Plan,"May 15, 2019",09/11/2020 09:32,
4825,NCT03751280,2020-09-11,Study Protocol,"October 12, 2018",09/11/2020 09:32,
4826,NCT03770455,2019-01-25,Study Protocol and Statistical Analysis Plan,"September 25, 2018",01/25/2019 15:49,
4827,NCT03770455,2019-01-25,Informed Consent Form,"January 16, 2019",01/25/2019 15:51,
4828,NCT03774745,2020-01-13,Study Protocol and Statistical Analysis Plan,"July 18, 2019",01/10/2020 21:09,
4829,NCT03828617,2020-11-03,Study Protocol,"October 22, 2018",11/03/2020 12:39,
4830,NCT03828617,2020-11-03,Statistical Analysis Plan,"February 11, 2020",11/03/2020 12:39,
4831,NCT03844061,2019-02-15,Study Protocol and Statistical Analysis Plan,"January 10, 2019",02/07/2019 08:48,
4832,NCT03844061,2019-02-15,Informed Consent Form,"January 14, 2019",02/07/2019 08:52,
4833,NCT03863522,2019-03-04,Study Protocol and Statistical Analysis Plan,"November 7, 2018",02/12/2019 16:05,
4834,NCT03867396,2019-03-05,Study Protocol and Statistical Analysis Plan,"January 30, 2019",02/13/2019 17:46,
4835,NCT03940534,2019-05-06,Study Protocol and Statistical Analysis Plan,"March 9, 2018",05/03/2019 13:31,
4836,NCT03950674,2020-06-09,Study Protocol,"November 6, 2017",05/07/2020 11:43,
4837,NCT03950674,2020-06-09,Statistical Analysis Plan,"November 16, 2017",05/07/2020 11:43,
4838,NCT03952299,2019-05-21,Informed Consent Form,"January 22, 2019",04/30/2019 15:42,
4839,NCT03952299,2019-05-21,Study Protocol and Statistical Analysis Plan,"May 9, 2019",05/15/2019 11:13,
4840,NCT03953820,2020-07-27,Study Protocol,"May 24, 2019",07/01/2020 07:49,
4841,NCT03953820,2020-07-27,Statistical Analysis Plan,"June 28, 2019",07/01/2020 08:32,
4842,NCT03965039,2020-10-01,Study Protocol and Statistical Analysis Plan,"May 23, 2019",09/30/2020 22:20,
4843,NCT04077073,2019-08-29,Study Protocol,"March 28, 2018",11/28/2018 14:10,
4844,NCT04077073,2019-08-29,Informed Consent Form,"March 28, 2018",11/28/2018 14:11,
4845,NCT04082819,2020-03-17,Study Protocol and Statistical Analysis Plan,"November 4, 2019",01/06/2020 09:05,
4846,NCT04086576,2020-09-25,Study Protocol and Statistical Analysis Plan,"March 21, 2017",02/20/2020 10:30,
4847,NCT04112160,2020-07-13,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","June 9, 2020",06/09/2020 13:16,
4848,NCT04201457,2020-01-08,Informed Consent Form: IC Form Phase 1 Stratum 1,"December 3, 2019",01/08/2020 12:34,
4849,NCT04201457,2020-01-08,Informed Consent Form: IC Form Phase 1 Stratum 2,"December 3, 2019",01/08/2020 12:39,
4850,NCT04201457,2020-01-08,Informed Consent Form: IC Form Phase 2 Strata 3 & 4,"December 3, 2019",01/08/2020 12:39,
4851,NCT04201457,2020-01-08,Informed Consent Form: IC Form Phase 2 Strata 5 & 6,"December 3, 2019",01/08/2020 12:40,
4852,NCT04270968,2020-02-12,Study Protocol and Statistical Analysis Plan,"February 11, 2020",02/12/2020 17:20,
4853,NCT04439292,2020-09-25,Study Protocol and Statistical Analysis Plan,"July 10, 2019",09/24/2020 14:41,
4854,NCT00309842,2020-09-09,Study Protocol and Statistical Analysis Plan,"February 6, 2013",08/19/2020 15:25,
4855,NCT00475020,2018-11-07,Study Protocol and Statistical Analysis Plan,"March 9, 2012",11/07/2018 17:06,
4856,NCT00567359,2018-11-20,Study Protocol and Statistical Analysis Plan,"October 1, 2009",10/19/2018 09:47,
4857,NCT00577993,2020-10-22,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","May 22, 2001",10/16/2020 17:01,
4858,NCT00658021,2020-11-06,Study Protocol,"October 13, 2017",09/23/2020 07:47,
4859,NCT00658021,2020-11-06,Statistical Analysis Plan,"April 22, 2020",09/23/2020 07:47,
4860,NCT00703664,2018-07-11,Study Protocol and Statistical Analysis Plan,"April 10, 2014",04/25/2018 11:36,
4861,NCT00737893,2020-07-29,Study Protocol and Statistical Analysis Plan,"March 16, 2017",07/27/2020 16:54,
4862,NCT00838435,2020-12-01,Study Protocol,"November 30, 2010",08/14/2020 12:14,
4863,NCT00838435,2020-12-01,Statistical Analysis Plan,"April 26, 2019",08/14/2020 12:15,
4864,NCT00857389,2020-03-25,Study Protocol and Statistical Analysis Plan,"November 11, 2013",03/11/2020 16:03,
4865,NCT00867815,2019-01-21,Study Protocol,"March 2, 2016",01/21/2019 23:42,
4866,NCT00867815,2019-01-21,Statistical Analysis Plan,"March 20, 2018",01/21/2019 23:42,
4867,NCT00940602,2020-10-30,Statistical Analysis Plan,"April 19, 2018",02/25/2019 21:42,
4868,NCT00940602,2020-10-30,Study Protocol,"September 22, 2014",02/25/2019 21:42,
4869,NCT01111058,2020-03-25,Study Protocol and Statistical Analysis Plan,"February 14, 2012",01/03/2020 11:34,
4870,NCT01134575,2019-04-30,Study Protocol and Statistical Analysis Plan,"December 2, 2011",04/30/2019 12:48,
4871,NCT01169259,2020-01-03,Study Protocol and Statistical Analysis Plan,"November 30, 2017",10/23/2019 13:34,
4872,NCT01198158,2019-03-05,Study Protocol and Statistical Analysis Plan,"July 1, 2014",01/16/2019 12:33,
4873,NCT01209234,2020-08-28,Study Protocol,"April 7, 2011",08/12/2019 17:21,
4874,NCT01209234,2020-08-28,Statistical Analysis Plan,"September 18, 2012",08/12/2019 17:21,
4875,NCT01210352,2019-05-06,Study Protocol and Statistical Analysis Plan,"August 21, 2013",12/20/2018 17:44,
4876,NCT01213082,2018-06-19,Study Protocol and Statistical Analysis Plan,"September 8, 2010",05/07/2018 16:14,
4877,NCT01247701,2020-03-03,Informed Consent Form,"August 17, 2018",02/17/2020 10:42,
4878,NCT01258855,2018-10-03,Study Protocol and Statistical Analysis Plan,"August 21, 2017",10/03/2018 15:33,
4879,NCT01266460,2020-08-21,Study Protocol and Statistical Analysis Plan,"October 18, 2016",04/20/2020 12:41,
4880,NCT01352598,2020-09-02,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","August 1, 2016",09/02/2020 13:35,
4881,NCT01396148,2018-02-12,Study Protocol,"July 31, 2017",02/09/2018 06:57,
4882,NCT01396148,2018-02-12,Statistical Analysis Plan,"July 15, 2011",02/09/2018 06:57,
4883,NCT01405456,2018-05-16,Study Protocol and Statistical Analysis Plan,"December 1, 2016",05/16/2018 10:10,
4884,NCT01414426,2021-01-08,Study Protocol and Statistical Analysis Plan,"April 22, 2019",12/15/2020 13:13,
4885,NCT01450826,2018-05-31,Study Protocol and Statistical Analysis Plan,"October 20, 2014",04/09/2018 16:31,
4886,NCT01457352,2019-06-16,Study Protocol,"February 24, 2012",02/18/2019 23:19,
4887,NCT01457352,2019-06-16,Statistical Analysis Plan,"September 21, 2017",02/18/2019 23:23,
4888,NCT01458366,2020-03-10,Study Protocol and Statistical Analysis Plan,"September 17, 2018",08/06/2019 17:59,
4889,NCT01461928,2019-07-16,Study Protocol,"July 11, 2017",05/31/2019 12:35,
4890,NCT01461928,2019-07-16,Statistical Analysis Plan,"June 13, 2018",05/31/2019 12:35,
4891,NCT01478854,2019-05-23,Study Protocol and Statistical Analysis Plan,"April 1, 2014",05/23/2019 12:24,
4892,NCT01490892,2019-12-20,Study Protocol and Statistical Analysis Plan,"July 13, 2011",11/07/2019 14:14,
4893,NCT01503515,2021-01-05,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","November 16, 2015",11/30/2020 13:19,
4894,NCT01506453,2019-05-24,Study Protocol and Statistical Analysis Plan,"May 24, 2016",01/02/2019 16:51,
4895,NCT01514682,2018-02-28,Study Protocol and Statistical Analysis Plan,"December 1, 2016",10/11/2017 15:17,
4896,NCT01543776,2019-07-02,Study Protocol and Statistical Analysis Plan,"June 18, 2015",03/25/2019 15:21,
4897,NCT01552408,2018-08-31,Study Protocol and Statistical Analysis Plan,"June 10, 2014",09/20/2017 14:31,
4898,NCT01574287,2019-06-14,Study Protocol,"November 22, 2013",06/13/2019 09:09,
4899,NCT01574287,2019-06-14,Statistical Analysis Plan,"June 13, 2019",06/14/2019 09:37,
4900,NCT01602666,2020-11-20,Study Protocol and Statistical Analysis Plan,"June 1, 2015",09/09/2020 11:53,
4901,NCT01612884,2018-03-28,Study Protocol,"April 11, 2011",02/27/2018 14:58,
4902,NCT01612884,2018-03-28,Statistical Analysis Plan,"April 11, 2011",03/28/2018 17:59,
4903,NCT01639339,2020-06-17,Study Protocol,"January 24, 2019",06/16/2020 10:27,
4904,NCT01639339,2020-06-17,Statistical Analysis Plan,"February 20, 2020",06/16/2020 10:50,
