nct_id,version_date,document_type,document_date,upload_date,no_sap
NCT01200329,13/12/2019,Study Protocol and Statistical Analysis Plan,"October 19, 2012",07/24/2019 11:32,
NCT01260181,26/09/2018,Statistical Analysis Plan,"March 28, 2014",09/26/2018 10:12,
NCT01260181,26/09/2018,Study Protocol,"February 12, 2014",09/26/2018 10:12,
NCT01279954,30/01/2019,Study Protocol and Statistical Analysis Plan,"January 13, 2012",09/08/2018 15:42,
NCT01281956,08/11/2018,Study Protocol and Statistical Analysis Plan,"January 12, 2017",10/05/2018 17:26,
NCT01369199,29/06/2018,Study Protocol and Statistical Analysis Plan,"August 15, 2013",04/12/2018 10:47,
NCT01376310,17/02/2019,Study Protocol,"February 27, 2014",01/18/2019 11:36,
NCT01376310,17/02/2019,Statistical Analysis Plan,"December 14, 2016",01/18/2019 11:36,
NCT01399827,28/09/2018,Study Protocol and Statistical Analysis Plan,"December 5, 2014",05/17/2018 16:45,
NCT01401959,04/04/2018,Study Protocol,"March 20, 2013",04/04/2018 10:11,
NCT01401959,04/04/2018,Statistical Analysis Plan,"April 3, 2018",04/04/2018 10:50,
NCT01504841,27/08/2019,Statistical Analysis Plan,"February 27, 2019",07/11/2019 10:29,
NCT01504841,27/08/2019,Study Protocol,"March 10, 2016",07/16/2019 11:46,
NCT01548690,24/08/2018,Study Protocol and Statistical Analysis Plan,"September 22, 2015",05/03/2018 13:25,
NCT01573442,16/05/2019,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","October 9, 2018",03/27/2019 11:48,
NCT01579513,29/05/2019,Study Protocol and Statistical Analysis Plan,"September 15, 2014",05/07/2019 16:53,
NCT01583686,19/09/2019,Study Protocol and Statistical Analysis Plan,"April 12, 2018",07/12/2019 12:23,
NCT01583686,19/09/2019,Informed Consent Form,"May 1, 2018",07/12/2019 12:23,
NCT01591746,17/09/2019,Study Protocol and Statistical Analysis Plan,"April 4, 2018",03/28/2019 13:19,
NCT01603602,16/07/2018,Study Protocol,"July 22, 2016",06/12/2018 16:27,
NCT01603602,16/07/2018,Statistical Analysis Plan,"September 11, 2017",06/12/2018 16:27,
NCT01652872,11/10/2018,Study Protocol,"December 16, 2013",10/11/2018 19:31,
NCT01652872,11/10/2018,Statistical Analysis Plan,"May 16, 2012",10/11/2018 19:31,
NCT01659021,05/08/2019,Study Protocol,"August 30, 2017",07/23/2019 20:43,
NCT01659021,05/08/2019,Statistical Analysis Plan,"September 29, 2014",07/23/2019 20:44,
NCT01671488,26/07/2017,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","March 28, 2016",07/26/2017 07:33,
NCT01695291,12/03/2019,Study Protocol,"March 23, 2018",02/05/2019 16:06,
NCT01695291,12/03/2019,Statistical Analysis Plan,"January 7, 2019",02/05/2019 16:08,
NCT01739933,15/10/2019,Study Protocol,"October 1, 2018",01/07/2019 11:37,
NCT01739933,15/10/2019,Statistical Analysis Plan,"October 10, 2019",10/15/2019 15:32,
NCT01757665,11/12/2019,Study Protocol and Statistical Analysis Plan,"August 14, 2018",12/06/2019 20:41,
NCT01794143,29/03/2018,Statistical Analysis Plan,"October 5, 2017",10/06/2017 15:55,
NCT01806571,24/10/2019,Study Protocol and Statistical Analysis Plan,"March 6, 2019",10/22/2019 09:39,
NCT01807598,09/01/2019,Study Protocol and Statistical Analysis Plan,"April 3, 2015",12/06/2018 19:16,
NCT01824693,09/11/2018,Study Protocol and Statistical Analysis Plan,"June 5, 2014",09/20/2018 17:24,
NCT01852201,12/11/2019,Study Protocol and Statistical Analysis Plan,"October 13, 2015",11/12/2019 12:35,
NCT01860807,06/01/2019,Study Protocol and Statistical Analysis Plan,"July 11, 2016",01/06/2019 14:40,
NCT01897896,25/03/2019,Study Protocol,"March 2, 2015",01/28/2019 07:49,
NCT01897896,25/03/2019,Statistical Analysis Plan,"September 15, 2017",01/28/2019 07:49,
NCT01921387,30/08/2018,Study Protocol,"January 4, 2017",07/17/2018 22:21,
NCT01921387,30/08/2018,Statistical Analysis Plan,"January 4, 2017",07/17/2018 22:24,
NCT01923168,13/08/2018,Statistical Analysis Plan,"February 7, 2017",07/04/2018 01:30,
NCT01923168,13/08/2018,Study Protocol,"October 18, 2016",07/04/2018 01:30,
NCT01928758,26/02/2019,Study Protocol and Statistical Analysis Plan,"January 11, 2019",01/11/2019 13:14,
NCT01945775,05/09/2018,Statistical Analysis Plan,"August 30, 2017",09/05/2018 09:20,
NCT01945775,05/09/2018,Study Protocol,"December 14, 2015",09/05/2018 09:33,
NCT01957150,21/03/2019,Study Protocol,"August 14, 2013",01/15/2019 03:15,
NCT01957150,21/03/2019,Statistical Analysis Plan,"May 17, 2018",01/15/2019 03:17,
NCT01958281,13/07/2018,Study Protocol: Original,"July 11, 2013",06/18/2018 20:42,
NCT01958281,13/07/2018,Study Protocol: Amendment 1,"September 5, 2013",06/18/2018 20:42,
NCT01958281,13/07/2018,Study Protocol: Amendment 2,"February 20, 2014",06/18/2018 20:43,
NCT01958281,13/07/2018,Study Protocol: Amendment 3,"February 23, 2015",06/18/2018 20:45,
NCT01958281,13/07/2018,Study Protocol: Amendment 4,"April 23, 2015",06/18/2018 20:45,
NCT01958281,13/07/2018,Statistical Analysis Plan: Statistical Analysis Plan for Cohorts 1 and 2,"February 5, 2016",06/18/2018 20:46,
NCT01958281,13/07/2018,Statistical Analysis Plan: Statistical Analysis Plan for Cohort 3,"July 26, 2017",06/18/2018 20:47,
NCT01968213,01/08/2018,Study Protocol,"July 7, 2016",05/03/2018 20:00,
NCT01968213,01/08/2018,Statistical Analysis Plan,"April 21, 2017",05/04/2018 12:11,
NCT01972217,06/09/2018,Study Protocol,"October 20, 2015",09/06/2018 04:51,
NCT01972217,06/09/2018,Statistical Analysis Plan,"October 23, 2017",09/06/2018 04:51,
NCT01978262,12/09/2018,Statistical Analysis Plan,"January 24, 2018",09/07/2018 11:03,
NCT01978262,12/09/2018,Study Protocol,"January 24, 2018",09/07/2018 12:08,
NCT01986829,23/08/2018,Study Protocol and Statistical Analysis Plan,"May 17, 2017",07/13/2018 14:48,
NCT02013791,12/04/2018,Study Protocol,"January 19, 2017",04/12/2018 23:26,
NCT02013791,12/04/2018,Statistical Analysis Plan,"June 20, 2017",04/12/2018 23:28,
NCT02014558,31/01/2019,Study Protocol,"June 2, 2017",12/18/2018 15:49,
NCT02014558,31/01/2019,Statistical Analysis Plan,"September 20, 2017",12/20/2018 14:31,
NCT02024477,10/01/2019,Study Protocol and Statistical Analysis Plan,"December 21, 2015",08/14/2018 13:33,
NCT02029235,12/12/2018,Study Protocol and Statistical Analysis Plan,"November 10, 2014",10/21/2018 21:24,
NCT02049476,26/06/2019,Study Protocol and Statistical Analysis Plan,"December 11, 2015",06/06/2019 08:42,
NCT02050841,21/03/2019,Study Protocol,"November 19, 2016",01/07/2019 07:52,
NCT02050841,21/03/2019,Statistical Analysis Plan,"December 1, 2017",01/07/2019 07:53,
NCT02055118,20/11/2018,Study Protocol: original,"April 4, 2013",09/27/2018 03:22,
NCT02055118,20/11/2018,Study Protocol: Amendment 1,"August 14, 2013",09/27/2018 03:23,
NCT02055118,20/11/2018,Study Protocol: Amendment 2,"December 16, 2013",09/27/2018 03:24,
NCT02055118,20/11/2018,Study Protocol: Amendment 3,"February 9, 2015",09/27/2018 03:24,
NCT02055118,20/11/2018,Study Protocol: Amendment 4,"December 21, 2015",09/27/2018 03:25,
NCT02055118,20/11/2018,Study Protocol: Amendment 5,"April 18, 2016",09/27/2018 03:26,
NCT02055118,20/11/2018,Statistical Analysis Plan,"November 9, 2017",09/27/2018 03:26,
NCT02076022,07/08/2019,Study Protocol and Statistical Analysis Plan,"November 8, 2018",08/07/2019 15:47,
NCT02076022,07/08/2019,Informed Consent Form,"January 9, 2014",08/07/2019 15:47,
NCT02088554,26/03/2018,Study Protocol,"April 22, 2015",08/24/2017 11:59,
NCT02088554,26/03/2018,Statistical Analysis Plan,"March 3, 2015",08/25/2017 12:05,
NCT02088554,26/03/2018,Informed Consent Form,"March 4, 2015",08/25/2017 12:11,
NCT02106975,07/03/2019,Study Protocol and Statistical Analysis Plan,"February 20, 2017",01/02/2019 14:45,
NCT02112994,26/12/2018,Study Protocol,"December 7, 2015",12/06/2018 17:01,
NCT02112994,26/12/2018,Statistical Analysis Plan,"November 17, 2016",12/06/2018 17:02,
NCT02115607,07/10/2019,Study Protocol and Statistical Analysis Plan,"February 20, 2013",09/09/2019 13:25,
NCT02127281,22/03/2018,Study Protocol and Statistical Analysis Plan,"May 9, 2016",08/17/2017 11:23,
NCT02151383,01/06/2019,Study Protocol,"September 30, 2016",09/27/2017 13:49,
NCT02151383,01/06/2019,Statistical Analysis Plan,"August 9, 2018",04/24/2019 14:00,
NCT02155660,07/06/2019,Study Protocol,"July 6, 2015",03/13/2019 03:35,
NCT02155660,07/06/2019,Statistical Analysis Plan,"May 11, 2018",03/13/2019 03:36,
NCT02169284,04/12/2018,Study Protocol and Statistical Analysis Plan,"June 28, 2017",12/04/2018 12:35,
NCT02178800,05/06/2018,Statistical Analysis Plan,"April 9, 2018",04/26/2018 12:24,
NCT02178800,05/06/2018,Study Protocol,"October 13, 2015",04/26/2018 13:50,
NCT02181738,26/11/2018,Study Protocol,"September 8, 2016",08/31/2018 16:38,
NCT02181738,26/11/2018,Statistical Analysis Plan,"June 8, 2018",10/05/2018 11:29,
NCT02190721,06/07/2018,Study Protocol,"February 24, 2016",05/18/2018 15:07,
NCT02190721,06/07/2018,Statistical Analysis Plan,"January 26, 2017",05/18/2018 15:07,
NCT02193490,16/10/2019,Study Protocol and Statistical Analysis Plan,"July 6, 2015",07/23/2019 17:52,
NCT02196857,17/12/2019,Study Protocol and Statistical Analysis Plan,"March 9, 2015",10/24/2019 12:17,
NCT02200042,31/07/2019,Study Protocol and Statistical Analysis Plan,"March 20, 2017",07/22/2019 14:15,
NCT02209532,04/03/2019,Study Protocol,"August 25, 2017",11/19/2018 23:27,
NCT02209532,04/03/2019,Statistical Analysis Plan,"June 23, 2017",11/19/2018 23:28,
NCT02217410,28/11/2018,Study Protocol,"September 20, 2017",11/28/2018 14:55,
NCT02217410,28/11/2018,Statistical Analysis Plan,"January 16, 2018",11/28/2018 14:55,
NCT02224703,11/07/2019,Study Protocol,"September 6, 2018",07/11/2019 11:01,
NCT02224703,11/07/2019,Statistical Analysis Plan,"October 5, 2018",07/11/2019 11:02,
NCT02253394,13/11/2019,Study Protocol and Statistical Analysis Plan,"August 24, 2016",08/28/2019 14:27,
NCT02255175,21/10/2019,Study Protocol and Statistical Analysis Plan,"April 12, 2016",09/25/2019 12:26,
NCT02277990,02/10/2019,Study Protocol and Statistical Analysis Plan,"July 31, 2018",10/02/2019 15:30,
NCT02283749,07/05/2018,Study Protocol,"November 30, 2016",03/28/2018 12:12,
NCT02283749,07/05/2018,Statistical Analysis Plan,"November 30, 2016",04/27/2018 12:19,
NCT02288559,24/01/2019,Study Protocol and Statistical Analysis Plan,"December 24, 2015",01/24/2019 08:57,
NCT02296320,01/10/2019,Study Protocol,"March 15, 2018",10/01/2019 12:17,
NCT02296320,01/10/2019,Statistical Analysis Plan,"September 7, 2018",10/01/2019 12:17,
NCT02301897,29/05/2019,Study Protocol,"June 20, 2016",05/29/2019 11:54,
NCT02301897,29/05/2019,Statistical Analysis Plan,"June 20, 2016",05/29/2019 11:54,
NCT02304159,23/04/2019,Study Protocol and Statistical Analysis Plan,"September 5, 2015",02/03/2018 21:04,
NCT02304159,23/04/2019,Informed Consent Form,"November 23, 2015",02/03/2018 21:06,
NCT02309411,17/05/2018,Study Protocol,"April 14, 2015",05/17/2018 03:00,
NCT02309411,17/05/2018,Statistical Analysis Plan,"April 28, 2017",05/17/2018 03:00,
NCT02314026,27/02/2019,Study Protocol and Statistical Analysis Plan,"May 1, 2016",02/07/2019 09:55,
NCT02318901,30/10/2018,Study Protocol and Statistical Analysis Plan,"June 21, 2016",10/30/2018 13:35,
NCT02324335,15/01/2019,Study Protocol and Statistical Analysis Plan,"August 23, 2017",11/14/2018 15:02,
NCT02339558,16/08/2019,Study Protocol and Statistical Analysis Plan,"January 6, 2017",08/16/2019 12:53,
NCT02348632,04/06/2019,Study Protocol,"November 17, 2016",04/19/2019 12:14,
NCT02348632,04/06/2019,Statistical Analysis Plan,"November 17, 2016",04/19/2019 12:17,
NCT02352844,05/09/2018,Study Protocol and Statistical Analysis Plan,"February 15, 2017",07/17/2018 15:28,
NCT02355691,19/03/2018,Study Protocol and Statistical Analysis Plan,"September 18, 2014",02/14/2018 11:56,
NCT02364076,26/11/2019,Study Protocol and Statistical Analysis Plan,"February 15, 2018",08/27/2019 09:47,
NCT02367521,03/08/2018,Study Protocol and Statistical Analysis Plan,"October 28, 2013",06/14/2018 16:14,
NCT02368886,25/07/2019,Study Protocol and Statistical Analysis Plan,"February 16, 2018",05/16/2019 12:41,
NCT02370251,19/11/2019,Study Protocol and Statistical Analysis Plan,"February 19, 2018",10/15/2019 20:36,
NCT02379442,08/04/2019,Study Protocol and Statistical Analysis Plan,"June 16, 2016",04/04/2019 17:27,
NCT02418455,22/09/2019,Study Protocol,"April 7, 2016",09/04/2019 13:39,
NCT02418455,22/09/2019,Statistical Analysis Plan,"December 22, 2015",09/04/2019 13:39,
NCT02440334,10/04/2019,Study Protocol and Statistical Analysis Plan,"January 26, 2015",06/06/2018 15:14,
NCT02453282,19/11/2019,Statistical Analysis Plan,"June 20, 2017",10/04/2019 03:19,
NCT02453282,19/11/2019,Study Protocol,"January 9, 2018",11/19/2019 10:31,
NCT02473952,01/03/2019,Study Protocol,"July 15, 2015",01/29/2019 10:17,
NCT02473952,01/03/2019,Statistical Analysis Plan,"August 4, 2017",01/29/2019 10:17,
NCT02489357,08/03/2019,Study Protocol and Statistical Analysis Plan,"February 2, 2017",03/08/2019 15:30,
NCT02501161,08/11/2019,Study Protocol,"March 1, 2019",10/03/2019 08:43,
NCT02501161,08/11/2019,Statistical Analysis Plan,"March 7, 2019",10/03/2019 08:56,
NCT02509065,30/07/2018,Study Protocol and Statistical Analysis Plan,"January 18, 2018",05/05/2018 10:31,
NCT02516150,31/07/2017,Study Protocol and Statistical Analysis Plan,"May 17, 2016",07/31/2017 16:38,
NCT02519036,30/05/2019,Study Protocol and Statistical Analysis Plan,"March 15, 2018",05/06/2019 15:27,
NCT02538666,01/10/2019,Study Protocol,"September 20, 2018",10/01/2019 10:44,
NCT02538666,01/10/2019,Statistical Analysis Plan,"October 4, 2018",10/01/2019 10:44,
NCT02544984,03/05/2018,Study Protocol and Statistical Analysis Plan,"October 9, 2015",03/19/2018 16:55,
NCT02546362,01/07/2019,Study Protocol and Statistical Analysis Plan,"September 17, 2015",07/01/2019 06:02,
NCT02546765,18/12/2019,Study Protocol and Statistical Analysis Plan,"January 29, 2015",11/14/2019 12:29,
NCT02553317,21/05/2019,Study Protocol,"July 20, 2016",02/25/2019 03:18,
NCT02553317,21/05/2019,Statistical Analysis Plan,"September 14, 2017",02/25/2019 03:19,
NCT02555306,10/01/2020,Study Protocol,"June 30, 2016",01/09/2020 16:39,
NCT02555306,10/01/2020,Statistical Analysis Plan,"August 9, 2017",01/09/2020 16:40,
NCT02558400,13/05/2019,Study Protocol,"June 12, 2017",04/11/2019 12:52,
NCT02558400,13/05/2019,Statistical Analysis Plan,"July 20, 2016",04/11/2019 12:52,
NCT02560389,06/06/2019,Study Protocol and Statistical Analysis Plan,"September 9, 2015",05/01/2019 11:34,
NCT02564263,01/11/2019,Study Protocol and Statistical Analysis Plan,"March 8, 2018",09/26/2019 10:50,
NCT02573402,09/08/2018,Study Protocol and Statistical Analysis Plan,"October 4, 2016",08/07/2018 16:00,
NCT02575300,10/09/2019,Study Protocol and Statistical Analysis Plan,"January 7, 2016",08/09/2019 12:39,
NCT02578862,30/11/2018,Study Protocol and Statistical Analysis Plan,"February 8, 2017",11/29/2018 13:32,
NCT02589145,26/11/2019,Study Protocol and Statistical Analysis Plan,"August 23, 2016",11/06/2019 16:59,
NCT02590588,23/08/2017,Study Protocol and Statistical Analysis Plan,"May 26, 2016",07/03/2017 17:52,
NCT02590588,23/08/2017,Informed Consent Form,"June 14, 2016",07/03/2017 17:53,
NCT02605304,07/03/2018,Statistical Analysis Plan,"January 19, 2017",01/08/2018 21:01,
NCT02605304,07/03/2018,Study Protocol,"April 11, 2016",01/10/2018 16:03,
NCT02606604,27/09/2019,Study Protocol and Statistical Analysis Plan,"June 20, 2016",09/24/2019 09:27,
NCT02620150,17/06/2019,Study Protocol,"June 11, 2019",06/17/2019 14:52,
NCT02620150,17/06/2019,Statistical Analysis Plan,"March 10, 2015",06/17/2019 15:12,
NCT02620683,22/12/2017,Study Protocol and Statistical Analysis Plan,"October 30, 2015",10/31/2017 11:31,
NCT02630186,28/06/2019,Study Protocol and Statistical Analysis Plan,"May 26, 2015",10/26/2018 14:08,
NCT02630966,04/09/2019,Study Protocol,"April 20, 2017",09/04/2019 15:34,
NCT02630966,04/09/2019,Statistical Analysis Plan,"May 29, 2019",09/04/2019 15:34,
NCT02635386,14/03/2019,Informed Consent Form,"August 31, 2018",03/14/2019 10:28,
NCT02635386,14/03/2019,Study Protocol and Statistical Analysis Plan,"July 10, 2018",03/14/2019 10:30,
NCT02658149,06/04/2018,Informed Consent Form,"January 6, 2016",02/15/2018 10:59,
NCT02658149,06/04/2018,Study Protocol and Statistical Analysis Plan,"October 24, 2016",02/15/2018 11:06,
NCT02662569,10/01/2019,Study Protocol,"November 11, 2015",11/30/2018 12:12,
NCT02662569,10/01/2019,Statistical Analysis Plan,"July 14, 2017",11/30/2018 12:12,
NCT02668198,24/09/2019,Study Protocol and Statistical Analysis Plan,"December 3, 2015",09/12/2019 14:45,
NCT02669433,04/04/2019,Study Protocol,"November 15, 2017",12/17/2018 15:00,
NCT02669433,04/04/2019,Statistical Analysis Plan,"November 14, 2017",12/17/2018 15:03,
NCT02673372,30/05/2019,Study Protocol and Statistical Analysis Plan,"October 1, 2015",05/30/2019 12:05,
NCT02685826,07/02/2019,Study Protocol,"April 6, 2017",11/30/2018 08:39,
NCT02685826,07/02/2019,Statistical Analysis Plan,"March 12, 2018",11/30/2018 08:42,
NCT02688764,08/08/2019,Study Protocol,"September 22, 2015",08/07/2019 10:33,
NCT02688764,08/08/2019,Statistical Analysis Plan,"March 20, 2019",08/07/2019 10:40,
NCT02707601,12/09/2018,Study Protocol: Original,"December 18, 2015",08/10/2018 00:29,
NCT02707601,12/09/2018,Study Protocol: Amendment 1,"May 27, 2016",08/10/2018 00:31,
NCT02707601,12/09/2018,Study Protocol: Amendment 2,"November 29, 2016",08/10/2018 00:32,
NCT02707601,12/09/2018,Statistical Analysis Plan,"October 6, 2017",08/31/2018 11:58,
NCT02709330,26/11/2018,Study Protocol and Statistical Analysis Plan,"December 26, 2015",07/25/2018 10:01,
NCT02712320,16/08/2018,Statistical Analysis Plan,"April 22, 2016",08/15/2018 02:52,
NCT02712320,16/08/2018,Study Protocol,"October 1, 2015",08/15/2018 03:04,
NCT02716675,22/10/2019,Informed Consent Form,"June 15, 2017",10/22/2019 10:42,
NCT02730351,14/09/2017,Study Protocol,"May 25, 2016",07/27/2017 13:45,
NCT02730351,14/09/2017,Statistical Analysis Plan,"December 15, 2016",07/27/2017 13:46,
NCT02731157,31/12/2018,Study Protocol and Statistical Analysis Plan,"February 26, 2017",11/09/2018 17:14,
NCT02741713,27/07/2018,Study Protocol and Statistical Analysis Plan,"September 29, 2016",06/19/2018 11:42,
NCT02743221,25/03/2019,Study Protocol,"January 25, 2017",01/15/2019 08:55,
NCT02743221,25/03/2019,Statistical Analysis Plan,"March 21, 2018",01/15/2019 08:59,
NCT02755935,20/02/2018,Study Protocol,"March 31, 2016",12/13/2017 14:24,
NCT02755935,20/02/2018,Statistical Analysis Plan,"January 23, 2018",01/23/2018 14:46,
NCT02759562,05/06/2018,Study Protocol: Original,"January 14, 2016",06/04/2018 15:09,
NCT02759562,05/06/2018,Study Protocol: Amendment 2,"May 25, 2016",06/04/2018 15:10,
NCT02759562,05/06/2018,Statistical Analysis Plan,"September 5, 2017",06/04/2018 15:12,
NCT02762500,11/03/2019,Study Protocol,"June 5, 2017",01/29/2019 13:42,
NCT02762500,11/03/2019,Statistical Analysis Plan,"April 15, 2018",01/29/2019 13:43,
NCT02782676,22/05/2018,Study Protocol,"September 21, 2016",04/12/2018 20:09,
NCT02782676,22/05/2018,Statistical Analysis Plan,"January 22, 2016",04/13/2018 14:06,
NCT02795767,20/03/2019,Study Protocol,"September 1, 2017",03/20/2019 09:29,
NCT02795767,20/03/2019,Statistical Analysis Plan,"March 14, 2018",03/20/2019 09:29,
NCT02806726,06/02/2019,Study Protocol,"November 8, 2016",11/09/2018 04:29,
NCT02806726,06/02/2019,Statistical Analysis Plan,"November 10, 2015",11/09/2018 04:29,
NCT02808390,05/10/2018,Study Protocol and Statistical Analysis Plan,"January 24, 2017",10/05/2018 05:43,
NCT02829996,19/01/2018,Statistical Analysis Plan,"June 14, 2017",11/28/2017 15:17,
NCT02829996,19/01/2018,Study Protocol,"June 26, 2016",11/28/2017 15:21,
NCT02832284,25/10/2018,Study Protocol,"March 14, 2016",08/09/2018 12:52,
NCT02832284,25/10/2018,Statistical Analysis Plan,"August 12, 2016",10/25/2018 14:20,
NCT02832674,27/04/2018,Study Protocol,"May 10, 2016",12/21/2017 10:30,
NCT02832674,27/04/2018,Statistical Analysis Plan,"September 19, 2017",12/21/2017 11:22,
NCT02833415,12/04/2019,Study Protocol and Statistical Analysis Plan,"October 13, 2017",02/26/2019 10:28,
NCT02863419,15/10/2019,Study Protocol,"October 29, 2018",10/15/2019 04:39,
NCT02863419,15/10/2019,Statistical Analysis Plan,"October 29, 2018",10/15/2019 04:39,
NCT02871479,06/05/2019,Statistical Analysis Plan,"October 11, 2018",04/11/2019 11:22,
NCT02871479,06/05/2019,Study Protocol,"September 18, 2017",04/11/2019 11:23,
NCT02877004,09/09/2019,Study Protocol and Statistical Analysis Plan,"October 28, 2016",08/12/2019 14:21,
NCT02885012,05/04/2019,Study Protocol and Statistical Analysis Plan,"August 18, 2016",02/01/2019 12:58,
NCT02898454,03/10/2019,Study Protocol,"May 17, 2017",08/23/2019 09:43,
NCT02898454,03/10/2019,Statistical Analysis Plan,"August 14, 2017",08/23/2019 09:44,
NCT02904356,06/11/2019,Study Protocol and Statistical Analysis Plan,"April 6, 2017",10/15/2019 16:24,
NCT02906644,06/05/2019,Study Protocol and Statistical Analysis Plan,"February 12, 2018",01/16/2019 16:08,
NCT02918357,27/11/2019,Study Protocol and Statistical Analysis Plan,"August 21, 2016",09/30/2019 19:52,
NCT02918357,27/11/2019,Informed Consent Form,"October 18, 2017",10/23/2019 15:30,
NCT02927223,04/04/2019,Informed Consent Form,"May 23, 2018",04/04/2019 14:10,
NCT02932306,16/12/2019,Study Protocol and Statistical Analysis Plan,"October 7, 2016",12/16/2019 15:18,
NCT02937558,25/11/2019,Study Protocol and Statistical Analysis Plan,"February 9, 2018",09/26/2019 17:07,
NCT02939560,10/09/2019,Study Protocol and Statistical Analysis Plan,"May 30, 2019",08/06/2019 22:45,
NCT02949271,10/01/2019,Study Protocol and Statistical Analysis Plan,"September 22, 2017",10/31/2018 14:06,
NCT02953873,10/12/2019,Study Protocol and Statistical Analysis Plan,"December 12, 2017",08/29/2019 10:03,
NCT02972658,11/06/2019,Study Protocol,"February 6, 2018",06/04/2019 02:01,
NCT02972658,11/06/2019,Statistical Analysis Plan,"August 20, 2018",06/04/2019 02:02,
NCT02980224,19/08/2019,Study Protocol,"June 24, 2016",08/19/2019 06:17,
NCT02980224,19/08/2019,Statistical Analysis Plan,"June 6, 2017",08/19/2019 06:32,
NCT02998021,19/12/2019,Study Protocol and Statistical Analysis Plan,"May 24, 2019",11/20/2019 15:26,
NCT02998684,29/08/2018,Study Protocol and Statistical Analysis Plan,"February 28, 2017",07/11/2018 12:16,
NCT03029780,27/11/2018,Statistical Analysis Plan,"September 11, 2017",11/27/2018 15:49,
NCT03029780,27/11/2018,Study Protocol,"August 2, 2017",11/27/2018 15:52,
NCT03033745,30/12/2019,Study Protocol,"December 2, 2017",12/04/2019 15:09,
NCT03033745,30/12/2019,Statistical Analysis Plan,"July 26, 2018",12/04/2019 15:11,
NCT03042702,05/12/2018,Study Protocol and Statistical Analysis Plan,"December 8, 2016",12/05/2018 16:17,
NCT03054506,29/07/2019,Study Protocol and Statistical Analysis Plan,"October 30, 2017",03/11/2019 11:17,
NCT03054506,29/07/2019,Informed Consent Form,"October 25, 2017",03/11/2019 11:19,
NCT03083470,02/04/2019,Study Protocol,"April 20, 2017",09/27/2018 13:18,
NCT03083470,02/04/2019,Statistical Analysis Plan,"April 3, 2018",09/27/2018 13:19,
NCT03103919,16/02/2019,Statistical Analysis Plan,"January 31, 2018",12/18/2018 02:47,
NCT03103919,16/02/2019,Study Protocol,"December 16, 2016",12/18/2018 02:48,
NCT03120676,12/11/2019,Study Protocol and Statistical Analysis Plan,"January 17, 2018",10/25/2019 14:33,
NCT03164629,28/04/2019,Study Protocol and Statistical Analysis Plan,"February 20, 2018",04/24/2019 11:54,
NCT03168542,21/09/2018,Study Protocol and Statistical Analysis Plan,"April 17, 2017",05/01/2018 12:20,
NCT03181594,15/10/2019,Study Protocol and Statistical Analysis Plan,"December 4, 2018",10/15/2019 11:54,
NCT03192306,17/07/2018,Study Protocol,"April 18, 2017",06/18/2018 14:37,
NCT03192306,17/07/2018,Statistical Analysis Plan,"August 23, 2017",06/18/2018 14:41,
NCT03198000,13/07/2018,Statistical Analysis Plan,"June 19, 2017",07/13/2018 09:14,
NCT03198000,13/07/2018,Study Protocol,"March 28, 2017",07/13/2018 09:14,
NCT03207750,08/10/2019,Study Protocol,"October 27, 2016",10/08/2019 10:26,
NCT03207750,08/10/2019,Statistical Analysis Plan,"August 1, 2017",10/08/2019 10:26,
NCT03222037,27/07/2018,Study Protocol and Statistical Analysis Plan,"July 11, 2017",07/26/2018 12:16,
NCT03238001,05/03/2018,Statistical Analysis Plan,"December 19, 2017",01/24/2018 18:42,
NCT03238001,05/03/2018,Study Protocol,"January 3, 2018",01/24/2018 18:48,
NCT03245762,06/06/2019,Study Protocol and Statistical Analysis Plan,"August 17, 2017",01/02/2019 15:33,
NCT03251482,05/11/2019,Study Protocol,"September 11, 2017",11/05/2019 06:14,
NCT03251482,05/11/2019,Statistical Analysis Plan,"October 18, 2017",11/05/2019 06:14,
NCT03254602,14/11/2017,Informed Consent Form,"May 26, 2016",08/14/2017 16:49,
NCT03254602,14/11/2017,Study Protocol,"April 27, 2016",08/16/2017 17:51,
NCT03254602,14/11/2017,Statistical Analysis Plan,"May 26, 2016",08/16/2017 17:51,
NCT03255733,19/10/2017,Study Protocol,"May 4, 2015",08/14/2017 17:07,
NCT03255733,19/10/2017,Statistical Analysis Plan,"March 2, 2015",08/16/2017 14:34,
NCT03255733,19/10/2017,Informed Consent Form,"March 2, 2015",08/16/2017 14:34,
NCT03272711,27/12/2019,Study Protocol and Statistical Analysis Plan,"September 23, 2016",12/27/2019 14:30,
NCT03278028,07/03/2019,Study Protocol,"November 20, 2017",02/27/2019 11:49,
NCT03278028,07/03/2019,Statistical Analysis Plan,"December 1, 2017",02/27/2019 12:38,
NCT03286283,31/07/2019,Study Protocol,"November 5, 2018",05/28/2019 18:15,
NCT03286283,31/07/2019,Statistical Analysis Plan,"March 28, 2018",07/10/2019 10:28,
NCT03287791,26/06/2019,Study Protocol,"March 28, 2016",06/26/2019 15:54,
NCT03287791,26/06/2019,Statistical Analysis Plan,"April 6, 2017",06/26/2019 15:54,
NCT03316105,09/05/2019,Study Protocol and Statistical Analysis Plan,"May 15, 2017",05/09/2019 11:04,
